省,市,县,县代码,production_2020_combined,production_2025_combined,production_2030_combined,production_2035_combined,production_2040_combined,production_2045_combined,production_2050_combined
河南省,焦作市,山阳区,410811.0,1650.0,1650.0,1650.0,1259.0,1084.0,1050.0,330.0
河南省,焦作市,温县,410825.0,,,,,,,
河南省,焦作市,武陟县,410823.0,,,,,,,
河南省,焦作市,修武县,410821.0,,,,,,,
河南省,焦作市,中站区,410803.0,825.0,320.0,249.0,48.0,,,
河南省,开封市,鼓楼区,410204.0,,,,,,,
河南省,开封市,兰考县,410225.0,,,,,,,
河南省,开封市,龙亭区,410202.0,,,,,,,
河南省,开封市,杞县,410221.0,,,,,,,
河南省,开封市,顺河回族区,410203.0,,,,,,,
河南省,开封市,通许县,410222.0,,,,,,,
河南省,开封市,尉氏县,410223.0,,,,,,,
河南省,开封市,祥符区,410212.0,,,,,,,
河南省,开封市,禹王台区,410205.0,,,,,,,
河南省,洛阳市,瀍河回族区,410304.0,,,,,,,
河南省,洛阳市,孟津区,410306.0,,,,,,,
河南省,洛阳市,涧西区,410305.0,,,,,,,
河南省,洛阳市,老城区,410302.0,,,,,,,
河南省,洛阳市,栾川县,410324.0,,,,,,,
河南省,洛阳市,洛龙区,410311.0,,,,,,,
河南省,洛阳市,洛宁县,410328.0,,,,,,,
河南省,洛阳市,汝阳县,410326.0,1650.0,474.0,363.0,292.0,,,
河南省,洛阳市,嵩县,410325.0,,,,,,,
河南省,洛阳市,西工区,410303.0,,,,,,,
河南省,洛阳市,新安县,410323.0,2584.9,1460.0,1134.0,1116.0,958.0,836.0,1650.0
河南省,洛阳市,偃师区,410312.0,,,,,,,
河南省,洛阳市,伊川县,410329.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0
河南省,洛阳市,宜阳县,410327.0,3300.0,2649.0,1926.0,1465.0,1426.0,1174.0,1650.0
河南省,漯河市,临颍县,411122.0,,,,,,,
河南省,漯河市,舞阳县,411121.0,,,,,,,
河南省,漯河市,郾城区,411103.0,,,,,,,
河南省,漯河市,源汇区,411102.0,,,,,,,
河南省,漯河市,召陵区,411104.0,,,,,,,
河南省,南阳市,邓州市,411381.0,990.0,990.0,990.0,977.0,833.0,721.0,
河南省,南阳市,方城县,411322.0,1815.0,1815.0,1815.0,1720.0,1146.0,1253.0,1320.0
河南省,南阳市,南召县,411321.0,1650.0,301.0,231.0,,,,
河南省,南阳市,内乡县,411325.0,2310.0,294.0,226.0,,,,
河南省,南阳市,社旗县,411327.0,,,,,,,
河南省,南阳市,唐河县,411328.0,1485.0,1485.0,1485.0,1057.0,898.0,778.1,1485.0
河南省,南阳市,桐柏县,411330.0,,,,,,,
河南省,南阳市,宛城区,411302.0,,,,,,,
河南省,南阳市,卧龙区,411303.0,1815.0,1815.0,1146.0,1412.0,1211.0,1055.0,
河南省,南阳市,西峡县,411323.0,,,,,,,
河南省,南阳市,淅川县,411326.0,990.0,556.0,425.0,525.0,447.0,430.0,
河南省,南阳市,新野县,411329.0,,,,,,,
河南省,南阳市,镇平县,411324.0,2970.0,462.0,357.0,,,,
河南省,平顶山市,宝丰县,410421.0,6600.0,5516.0,1998.0,1482.0,1103.0,963.0,1650.0
河南省,平顶山市,郏县,410425.0,1650.0,1650.0,1650.0,1650.0,1355.0,1388.0,
河南省,平顶山市,鲁山县,410423.0,,,,,,,
河南省,平顶山市,汝州市,410482.0,3795.0,513.0,394.0,,,,
河南省,平顶山市,石龙区,410404.0,,,,,,,
河南省,平顶山市,卫东区,410403.0,,,,,,,
河南省,平顶山市,舞钢市,410481.0,,,,,,,
河南省,平顶山市,新华区,410402.0,,,,,,,
河南省,平顶山市,叶县,410422.0,,,,,,,
河南省,平顶山市,湛河区,410411.0,,,,,,,
河南省,濮阳市,范县,410926.0,,,,,,,
河南省,濮阳市,华龙区,410902.0,,,,,,,
河南省,濮阳市,南乐县,410923.0,,,,,,,
河南省,濮阳市,濮阳县,410928.0,,,,,,,
河南省,濮阳市,清丰县,410922.0,,,,,,,
河南省,濮阳市,台前县,410927.0,,,,,,,
河南省,三门峡市,湖滨区,411202.0,,,,,,,
河南省,三门峡市,灵宝市,411282.0,,,,,,,
河南省,三门峡市,卢氏县,411224.0,,,,,,,
河南省,三门峡市,渑池县,411221.0,2046.0,439.0,337.0,,,,
河南省,三门峡市,陕州区,411203.0,3300.0,1160.0,896.0,727.0,624.0,543.0,1650.0
河南省,三门峡市,义马市,411281.0,,,,,,,
河南省,商丘市,梁园区,411402.0,,,,,,,
河南省,商丘市,民权县,411421.0,,,,,,,
河南省,商丘市,宁陵县,411423.0,,,,,,,
河南省,商丘市,睢县,411422.0,,,,,,,
河南省,商丘市,睢阳区,411403.0,,,,,,,
河南省,商丘市,夏邑县,411426.0,,,,,,,
河南省,商丘市,永城市,411481.0,,,,,,,
河南省,商丘市,虞城县,411425.0,,,,,,,
河南省,商丘市,柘城县,411424.0,,,,,,,
河南省,新乡市,封丘县,410727.0,2640.0,2640.0,2640.0,2640.0,2640.0,2640.0,533.0
河南省,新乡市,凤泉区,410704.0,2584.9,2584.9,2584.9,2508.0,1556.0,934.9,934.9
河南省,新乡市,红旗区,410702.0,,,,,,,
河南省,新乡市,辉县市,410782.0,8415.0,1774.1,534.0,366.0,258.0,,
河南省,新乡市,获嘉县,410724.0,,,,,,,
河南省,新乡市,牧野区,410711.0,,,,,,,
河南省,新乡市,卫滨区,410703.0,,,,,,,
河南省,新乡市,卫辉市,410781.0,4290.0,4290.0,1423.0,1028.0,879.0,1650.0,
河南省,新乡市,新乡县,410721.0,,,,,,,
河南省,新乡市,延津县,410726.0,,,,,,,
河南省,新乡市,原阳县,410725.0,,,,,,,
河南省,新乡市,长垣市,410783.0,,,,,,,
河南省,信阳市,固始县,411525.0,,,,,,,
河南省,信阳市,光山县,411522.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,1139.0
河南省,信阳市,淮滨县,411527.0,,,,,,,
河南省,信阳市,潢川县,411526.0,,,,,,,
河南省,信阳市,罗山县,411521.0,,,,,,,
河南省,信阳市,平桥区,411503.0,,,,,,,
河南省,信阳市,商城县,411524.0,,,,,,,
河南省,信阳市,浉河区,411502.0,1815.0,1815.0,1815.0,1599.0,1360.0,1815.0,207.0
河南省,信阳市,息县,411528.0,,,,,,,
河南省,信阳市,新县,411523.0,,,,,,,
河南省,许昌市,建安区,411003.0,,,,,,,
河南省,许昌市,魏都区,411002.0,,,,,,,
河南省,许昌市,襄城县,411025.0,,,,,,,
河南省,许昌市,鄢陵县,411024.0,,,,,,,
河南省,许昌市,禹州市,411081.0,8250.0,8250.0,7419.1,4633.0,3921.0,4789.0,4950.0
河南省,许昌市,长葛市,411082.0,,,,,,,
河南省,郑州市,登封市,410185.0,7642.8,5836.0,1685.0,467.0,215.0,,
河南省,郑州市,二七区,410103.0,3135.0,3135.0,3135.0,3135.0,3135.0,3135.0,
河南省,郑州市,巩义市,410181.0,1650.0,1650.0,1650.0,1650.0,1650.0,1189.0,1650.0
河南省,郑州市,管城回族区,410104.0,,,,,,,
河南省,郑州市,惠济区,410108.0,,,,,,,
河南省,郑州市,金水区,410105.0,,,,,,,
河南省,郑州市,上街区,410106.0,,,,,,,
河南省,郑州市,新密市,410183.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,
河南省,郑州市,新郑市,410184.0,,,,,,,
河南省,郑州市,荥阳市,410182.0,,,,,,,
河南省,郑州市,中牟县,410122.0,,,,,,,
河南省,郑州市,中原区,410102.0,,,,,,,
河南省,周口市,川汇区,411602.0,,,,,,,
河南省,周口市,郸城县,411625.0,,,,,,,
河南省,周口市,扶沟县,411621.0,,,,,,,
河南省,周口市,淮阳区,411603.0,,,,,,,
河南省,周口市,鹿邑县,411628.0,,,,,,,
河南省,周口市,商水县,411623.0,,,,,,,
河南省,周口市,沈丘县,411624.0,,,,,,,
河南省,周口市,太康县,411627.0,,,,,,,
河南省,周口市,西华县,411622.0,,,,,,,
河南省,周口市,项城市,411681.0,,,,,,,
河南省,驻马店市,泌阳县,411726.0,,,,,,,
河南省,驻马店市,平舆县,411723.0,,,,,,,
河南省,驻马店市,确山县,411725.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,2089.0
河南省,驻马店市,汝南县,411727.0,,,,,,,
河南省,驻马店市,上蔡县,411722.0,,,,,,,
河南省,驻马店市,遂平县,411728.0,,,,,,,
河南省,驻马店市,西平县,411721.0,,,,,,,
河南省,驻马店市,新蔡县,411729.0,,,,,,,
河南省,驻马店市,驿城区,411702.0,,,,,,,
河南省,驻马店市,正阳县,411724.0,,,,,,,
黑龙江省,大庆市,大同区,230606.0,,,,,,,
黑龙江省,大庆市,杜尔伯特蒙古族自治县,230624.0,,,,,,,
黑龙江省,大庆市,红岗区,230605.0,,,,,,,
黑龙江省,大庆市,林甸县,230623.0,,,,,,,
黑龙江省,大庆市,龙凤区,230603.0,,,,,,,
黑龙江省,大庆市,让胡路区,230604.0,,,,,,,
黑龙江省,大庆市,萨尔图区,230602.0,,,,,,,
黑龙江省,大庆市,肇源县,230622.0,,,,,,,
黑龙江省,大庆市,肇州县,230621.0,,,,,,,
黑龙江省,大兴安岭地区,呼玛县,232721.0,,,,,,,
黑龙江省,大兴安岭地区,加格达奇区,232718.0,,,,,,,
黑龙江省,大兴安岭地区,漠河市,232701.0,,,,,,,
黑龙江省,大兴安岭地区,塔河县,232722.0,,,,,,,
黑龙江省,哈尔滨市,阿城区,230112.0,4587.0,4587.0,4587.0,4587.0,4587.0,4587.0,2938.0
黑龙江省,哈尔滨市,巴彦县,230126.0,264.0,264.0,264.0,264.0,264.0,264.0,34.0
黑龙江省,哈尔滨市,宾县,230125.0,3300.0,3300.0,3300.0,3300.0,3300.0,3175.0,1650.0
黑龙江省,哈尔滨市,道里区,230102.0,,,,,,,
黑龙江省,哈尔滨市,道外区,230104.0,825.0,825.0,825.0,825.0,825.0,,298.0
黑龙江省,哈尔滨市,方正县,230124.0,,,,,,,
黑龙江省,哈尔滨市,呼兰区,230111.0,,,,,,,
黑龙江省,哈尔滨市,木兰县,230127.0,,,,,,,
黑龙江省,哈尔滨市,南岗区,230103.0,,,,,,,
黑龙江省,哈尔滨市,平房区,230108.0,,,,,,,
黑龙江省,哈尔滨市,尚志市,230183.0,,,,,,,
黑龙江省,哈尔滨市,双城区,230113.0,,,,,,,
黑龙江省,哈尔滨市,松北区,230109.0,,,,,,,
黑龙江省,哈尔滨市,通河县,230128.0,,,,,,,
黑龙江省,哈尔滨市,五常市,230184.0,,,,,,,
黑龙江省,哈尔滨市,香坊区,230110.0,,,,,,,
黑龙江省,哈尔滨市,延寿县,230129.0,,,,,,,
黑龙江省,哈尔滨市,依兰县,230123.0,,,,,,,
黑龙江省,鹤岗市,东山区,230406.0,,,,,,,
黑龙江省,鹤岗市,工农区,230403.0,,,,,,,
黑龙江省,鹤岗市,萝北县,230421.0,,,,,,,
黑龙江省,鹤岗市,南山区,230404.0,,,,,,,
黑龙江省,鹤岗市,绥滨县,230422.0,,,,,,,
黑龙江省,鹤岗市,向阳区,230402.0,,,,,,,
黑龙江省,鹤岗市,兴安区,230405.0,825.0,825.0,562.0,460.0,397.0,825.0,825.0
黑龙江省,鹤岗市,兴山区,230407.0,,,,,,,
黑龙江省,黑河市,爱辉区,231102.0,330.0,330.0,221.0,176.0,83.0,67.0,59.0
黑龙江省,黑河市,北安市,231181.0,,,,,,,
黑龙江省,黑河市,嫩江市,231183.0,825.0,825.0,825.0,825.0,825.0,825.0,300.0
黑龙江省,黑河市,孙吴县,231124.0,,,,,,,
黑龙江省,黑河市,五大连池市,231182.0,,,,,,,
黑龙江省,黑河市,逊克县,231123.0,,,,,,,
黑龙江省,鸡西市,城子河区,230306.0,1386.0,1386.0,1179.0,958.0,816.0,719.0,825.0
黑龙江省,鸡西市,滴道区,230304.0,,,,,,,
黑龙江省,鸡西市,恒山区,230303.0,,,,,,,
黑龙江省,鸡西市,虎林市,230381.0,,,,,,,
黑龙江省,鸡西市,鸡东县,230321.0,,,,,,,
黑龙江省,鸡西市,鸡冠区,230302.0,,,,,,,
黑龙江省,鸡西市,梨树区,230305.0,,,,,,,
黑龙江省,鸡西市,麻山区,230307.0,,,,,,,
黑龙江省,鸡西市,密山市,230382.0,,,,,,,
黑龙江省,佳木斯市,东风区,230805.0,,,,,,,
黑龙江省,佳木斯市,抚远市,230883.0,,,,,,,
黑龙江省,佳木斯市,富锦市,230882.0,,,,,,,
黑龙江省,佳木斯市,桦川县,230826.0,,,,,,,
黑龙江省,佳木斯市,桦南县,230822.0,264.0,264.0,264.0,264.0,264.0,264.0,
黑龙江省,佳木斯市,郊区,230811.0,3245.0,2499.0,1615.0,1198.0,902.0,,
黑龙江省,佳木斯市,前进区,230804.0,,,,,,,
黑龙江省,佳木斯市,汤原县,230828.0,,,,,,,
黑龙江省,佳木斯市,同江市,230881.0,,,,,,,
黑龙江省,佳木斯市,向阳区,230803.0,,,,,,,
黑龙江省,牡丹江市,爱民区,231004.0,,,,,,,
黑龙江省,牡丹江市,东安区,231002.0,,,,,,,
黑龙江省,牡丹江市,东宁市,231086.0,,,,,,,
黑龙江省,牡丹江市,海林市,231083.0,,,,,,,
黑龙江省,牡丹江市,林口县,231025.0,,,,,,,
黑龙江省,牡丹江市,穆棱市,231085.0,,,,,,,
黑龙江省,牡丹江市,宁安市,231084.0,2176.0,2901.0,1774.0,1153.0,901.0,1366.0,1650.0
黑龙江省,牡丹江市,绥芬河市,231081.0,,,,,,,
黑龙江省,牡丹江市,西安区,231005.0,660.0,,,,,,
黑龙江省,牡丹江市,阳明区,231003.0,660.0,660.0,660.0,660.0,660.0,,
黑龙江省,七台河市,勃利县,230921.0,,,,,,,
黑龙江省,七台河市,茄子河区,230904.0,,,,,,,
黑龙江省,七台河市,桃山区,230903.0,,,,,,,
黑龙江省,七台河市,新兴区,230902.0,,,,,,,
黑龙江省,齐齐哈尔市,昂昂溪区,230205.0,825.0,825.0,825.0,825.0,825.0,825.0,1092.0
黑龙江省,齐齐哈尔市,拜泉县,230231.0,,,,,,,
黑龙江省,齐齐哈尔市,富拉尔基区,230206.0,,,,,,,
黑龙江省,齐齐哈尔市,富裕县,230227.0,,,,,,,
黑龙江省,齐齐哈尔市,甘南县,230225.0,,,,,,,
黑龙江省,齐齐哈尔市,建华区,230203.0,,,,,,,
黑龙江省,齐齐哈尔市,克东县,230230.0,,,,,,,
黑龙江省,齐齐哈尔市,克山县,230229.0,,,,,,,
黑龙江省,齐齐哈尔市,龙江县,230221.0,,,,,,,
黑龙江省,齐齐哈尔市,龙沙区,230202.0,,,,,,,
黑龙江省,齐齐哈尔市,梅里斯达斡尔族区,230208.0,,,,,,,
黑龙江省,齐齐哈尔市,讷河市,230281.0,,,,,,,
黑龙江省,齐齐哈尔市,碾子山区,230207.0,,,,,,,
黑龙江省,齐齐哈尔市,泰来县,230224.0,,,,,,,
黑龙江省,齐齐哈尔市,铁锋区,230204.0,,,,,,,
黑龙江省,齐齐哈尔市,依安县,230223.0,,,,,,,
黑龙江省,双鸭山市,宝清县,230523.0,,,,,,,
黑龙江省,双鸭山市,宝山区,230506.0,,,,,,,
黑龙江省,双鸭山市,集贤县,230521.0,,,,,,,
黑龙江省,双鸭山市,尖山区,230502.0,,,,,,,
黑龙江省,双鸭山市,岭东区,230503.0,1320.0,1320.0,1055.0,849.0,722.0,853.0,1320.0
黑龙江省,双鸭山市,饶河县,230524.0,,,,,,,
黑龙江省,双鸭山市,四方台区,230505.0,,,,,,,
黑龙江省,双鸭山市,友谊县,230522.0,,,,,,,
黑龙江省,绥化市,安达市,231281.0,,,,,,,
黑龙江省,绥化市,北林区,231202.0,,,,,,,
黑龙江省,绥化市,海伦市,231283.0,,,,,,,
黑龙江省,绥化市,兰西县,231222.0,,,,,,,
黑龙江省,绥化市,明水县,231225.0,,,,,,,
黑龙江省,绥化市,青冈县,231223.0,,,,,,,
黑龙江省,绥化市,庆安县,231224.0,,,,,,,
黑龙江省,绥化市,绥棱县,231226.0,,,,,,,
黑龙江省,绥化市,望奎县,231221.0,,,,,,,
黑龙江省,绥化市,肇东市,231282.0,,,,,,,
黑龙江省,伊春市,大箐山县,230725.0,,,,,,,
黑龙江省,伊春市,丰林县,230724.0,,,,,,,
黑龙江省,伊春市,嘉荫县,230722.0,,,,,,,
黑龙江省,伊春市,金林区,230751.0,,,,,,,
黑龙江省,伊春市,南岔县,230726.0,2475.0,2475.0,2116.0,1336.0,579.0,549.0,1650.0
黑龙江省,伊春市,汤旺县,230723.0,,,,,,,
黑龙江省,伊春市,铁力市,230781.0,,,,,,,
黑龙江省,伊春市,乌翠区,230718.0,,,,,,,
黑龙江省,伊春市,伊美区,230717.0,,,,,,,
黑龙江省,伊春市,友好区,230719.0,,,,,,,
湖北省,鄂州市,鄂城区,420704.0,2805.0,2805.0,2805.0,2805.0,2805.0,1980.0,1980.0
湖北省,鄂州市,华容区,420703.0,,,,,,,
湖北省,鄂州市,梁子湖区,420702.0,,,,,,,
湖北省,恩施土家族苗族自治州,巴东县,422823.0,,,,,,,
湖北省,恩施土家族苗族自治州,恩施市,422801.0,971.0,602.0,457.0,365.0,442.0,631.0,
湖北省,恩施土家族苗族自治州,鹤峰县,422828.0,,,,,,,
湖北省,恩施土家族苗族自治州,建始县,422822.0,825.0,711.0,532.0,637.0,539.0,468.0,825.0
湖北省,恩施土家族苗族自治州,来凤县,422827.0,190.0,131.0,100.0,81.0,361.0,,
湖北省,恩施土家族苗族自治州,利川市,422802.0,,,,,,,
湖北省,恩施土家族苗族自治州,咸丰县,422826.0,,,,,,,
湖北省,恩施土家族苗族自治州,宣恩县,422825.0,,,,,,,
湖北省,黄冈市,红安县,421122.0,,,,,,,
湖北省,黄冈市,黄梅县,421127.0,,,,,,,
湖北省,黄冈市,黄州区,421102.0,,,,,,,
湖北省,黄冈市,罗田县,421123.0,,,,,,,
湖北省,黄冈市,麻城市,421181.0,,,,,,,
湖北省,黄冈市,蕲春县,421126.0,,,,,,,
湖北省,黄冈市,团风县,421121.0,,,,,,,
湖北省,黄冈市,武穴市,421182.0,5280.0,2144.0,1656.0,941.0,803.0,1650.0,1650.0
湖北省,黄冈市,浠水县,421125.0,,,,,,,
湖北省,黄冈市,英山县,421124.0,,,,,,,
湖北省,黄石市,大冶市,420281.0,5115.0,5115.0,5115.0,3824.0,1883.0,3300.0,1650.0
湖北省,黄石市,黄石港区,420202.0,,,,,,,
湖北省,黄石市,铁山区,420205.0,,,,,,,
湖北省,黄石市,西塞山区,420203.0,,,,,,,
湖北省,黄石市,下陆区,420204.0,,,,,,,
湖北省,黄石市,阳新县,420222.0,8415.0,5285.0,478.0,264.0,329.0,,
湖北省,荆门市,东宝区,420802.0,1650.0,476.0,368.0,,,,
湖北省,荆门市,掇刀区,420804.0,,,,,,,
湖北省,荆门市,京山市,420882.0,3960.0,3960.0,3286.0,1922.0,1585.0,1320.0,1320.0
湖北省,荆门市,沙洋县,420822.0,,,,,,,
湖北省,荆门市,钟祥市,420881.0,3795.0,791.0,371.0,302.0,379.0,,
湖北省,荆州市,公安县,421022.0,,,,,,,
湖北省,荆州市,洪湖市,421083.0,,,,,,,
湖北省,荆州市,监利市,421023.0,,,,,,,
湖北省,荆州市,江陵县,421024.0,,,,,,,
湖北省,荆州市,荆州区,421003.0,,,,,,,
湖北省,荆州市,沙市区,421002.0,,,,,,,
湖北省,荆州市,石首市,421081.0,,,,,,,
湖北省,荆州市,松滋市,421087.0,2145.0,1665.0,1163.0,840.0,626.0,541.0,1320.0
湖北省,潜江市,潜江市,429005.0,,,,,,,
湖北省,神农架林区,神农架林区,429021.0,,,,,,,
湖北省,十堰市,丹江口市,420381.0,,,,,,,
湖北省,十堰市,房县,420325.0,825.0,825.0,747.0,628.0,612.0,533.0,
湖北省,十堰市,茅箭区,420302.0,,,,,,,
湖北省,十堰市,郧西县,420322.0,1210.1,708.0,541.0,435.0,369.0,319.0,
湖北省,十堰市,郧阳区,420304.0,,,,,,,
湖北省,十堰市,张湾区,420303.0,,,,,,,
湖北省,十堰市,竹山县,420323.0,,,,,,,
湖北省,十堰市,竹溪县,420324.0,728.0,500.0,272.0,268.0,,,
湖北省,随州市,曾都区,421303.0,,,,,,,
湖北省,随州市,广水市,421381.0,,,,,,,
湖北省,随州市,随县,421321.0,,,,,,,
湖北省,天门市,天门市,429006.0,,,,,,,
湖北省,武汉市,蔡甸区,420114.0,,,,,,,
湖北省,武汉市,东西湖区,420112.0,,,,,,,
湖北省,武汉市,汉南区,420113.0,,,,,,,
湖北省,武汉市,汉阳区,420105.0,,,,,,,
湖北省,武汉市,洪山区,420111.0,,,,,,,
湖北省,武汉市,黄陂区,420116.0,,,,,,,
湖北省,武汉市,江岸区,420102.0,,,,,,,
湖北省,武汉市,江汉区,420103.0,,,,,,,
湖北省,武汉市,江夏区,420115.0,825.0,825.0,825.0,825.0,825.0,825.0,2355.0
湖北省,武汉市,硚口区,420104.0,,,,,,,
湖北省,武汉市,青山区,420107.0,,,,,,,
湖北省,武汉市,武昌区,420106.0,,,,,,,
湖北省,武汉市,新洲区,420117.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,1650.0
湖北省,仙桃市,仙桃市,429004.0,,,,,,,
湖北省,咸宁市,赤壁市,421281.0,1320.0,1320.0,1144.0,349.0,297.0,,
湖北省,咸宁市,崇阳县,421223.0,1254.0,1254.0,1080.0,560.0,477.0,414.0,
湖北省,咸宁市,嘉鱼县,421221.0,1749.0,1749.0,1749.0,1749.0,1749.0,1749.0,99.0
湖北省,咸宁市,通城县,421222.0,,,,,,,
湖北省,咸宁市,通山县,421224.0,,,,,,,
湖北省,咸宁市,咸安区,421202.0,,,,,,,
湖北省,襄阳市,保康县,420626.0,,,,,,,
湖北省,襄阳市,樊城区,420606.0,,,,,,,
湖北省,襄阳市,谷城县,420625.0,1650.0,531.0,408.0,401.0,631.0,653.0,1650.0
湖北省,襄阳市,老河口市,420682.0,1650.0,1501.0,1050.0,679.0,584.0,512.0,
湖北省,襄阳市,南漳县,420624.0,2640.0,353.0,269.0,,,,
湖北省,襄阳市,襄城区,420602.0,,,,,,,
湖北省,襄阳市,襄州区,420607.0,,,,,,,
湖北省,襄阳市,宜城市,420684.0,1716.0,765.0,414.0,480.0,,,
湖北省,襄阳市,枣阳市,420683.0,,,,,,,
湖北省,孝感市,安陆市,420982.0,825.0,825.0,825.0,825.0,825.0,825.0,
湖北省,孝感市,大悟县,420922.0,,,,,,,
湖北省,孝感市,汉川市,420984.0,,,,,,,
湖北省,孝感市,孝昌县,420921.0,,,,,,,
湖北省,孝感市,孝南区,420902.0,,,,,,,
湖北省,孝感市,应城市,420981.0,,,,,,,
湖北省,孝感市,云梦县,420923.0,,,,,,,
湖北省,宜昌市,当阳市,420582.0,3300.0,2143.0,1270.0,1445.0,1274.0,1170.0,1650.0
湖北省,宜昌市,点军区,420504.0,,,,,,,
湖北省,宜昌市,五峰土家族自治县,420529.0,825.0,185.0,141.0,114.0,97.0,,
湖北省,宜昌市,伍家岗区,420503.0,,,,,,,
湖北省,宜昌市,西陵区,420502.0,,,,,,,
湖北省,宜昌市,猇亭区,420505.0,,,,,,,
湖北省,宜昌市,兴山县,420526.0,825.0,113.0,86.0,,,,
湖北省,宜昌市,夷陵区,420506.0,,,,,,,
湖北省,宜昌市,宜都市,420581.0,1815.0,1441.0,1114.0,1009.0,825.0,797.0,
湖北省,宜昌市,远安县,420525.0,825.0,113.0,86.0,,,,
湖北省,宜昌市,长阳土家族自治县,420528.0,1155.0,172.0,131.0,,,,
湖北省,宜昌市,枝江市,420583.0,,,,,,,
湖北省,宜昌市,秭归县,420527.0,469.0,346.0,265.0,,,,
湖南省,常德市,安乡县,430721.0,,,,,,,
湖南省,常德市,鼎城区,430703.0,1650.0,1650.0,1297.0,1055.0,906.0,789.0,1650.0
湖南省,常德市,汉寿县,430722.0,,,,,,,
湖南省,常德市,津市市,430781.0,,,,,,,
湖南省,常德市,澧县,430723.0,,,,,,,
湖南省,常德市,临澧县,430724.0,1650.0,1583.0,1221.0,991.0,850.0,882.0,
湖南省,常德市,石门县,430726.0,5115.0,309.0,237.0,192.0,164.0,,
湖南省,常德市,桃源县,430725.0,825.0,438.0,337.0,272.0,232.0,578.0,
湖南省,常德市,武陵区,430702.0,,,,,,,
湖南省,郴州市,安仁县,431028.0,825.0,734.0,560.0,450.0,382.0,329.0,825.0
湖南省,郴州市,北湖区,431002.0,1485.0,349.0,271.0,,,,
湖南省,郴州市,桂东县,431027.0,,,,,,,
湖南省,郴州市,桂阳县,431021.0,,,,,,,
湖南省,郴州市,嘉禾县,431024.0,1650.0,673.0,513.0,411.0,,,
湖南省,郴州市,临武县,431025.0,,,,,,,
湖南省,郴州市,汝城县,431026.0,,,,,,,
湖南省,郴州市,苏仙区,431003.0,2475.0,291.0,224.0,403.0,447.0,389.0,825.0
湖南省,郴州市,宜章县,431022.0,990.0,990.0,650.0,391.0,473.0,412.0,990.0
湖南省,郴州市,永兴县,431023.0,,,,,,,
湖南省,郴州市,资兴市,431081.0,1650.0,425.0,195.0,121.0,,,
湖南省,衡阳市,常宁市,430482.0,,,,,,,
湖南省,衡阳市,衡东县,430424.0,990.0,551.0,424.0,344.0,465.0,403.0,990.0
湖南省,衡阳市,衡南县,430422.0,,,,,,,
湖南省,衡阳市,衡山县,430423.0,,,,,,,
湖南省,衡阳市,衡阳县,430421.0,,,,,,,
湖南省,衡阳市,耒阳市,430481.0,1650.0,1054.0,809.0,653.0,555.0,480.0,1650.0
湖南省,衡阳市,南岳区,430412.0,,,,,,,
湖南省,衡阳市,祁东县,430426.0,,,,,,,
湖南省,衡阳市,石鼓区,430407.0,1815.0,1815.0,1671.0,1364.0,1170.0,1022.0,990.0
湖南省,衡阳市,雁峰区,430406.0,,,,,,,
湖南省,衡阳市,蒸湘区,430408.0,,,,,,,
湖南省,衡阳市,珠晖区,430405.0,,,,,,,
湖南省,怀化市,辰溪县,431223.0,,,,,,,
湖南省,怀化市,鹤城区,431202.0,,,,,,,
湖南省,怀化市,洪江市,431281.0,,,,,,,
湖南省,怀化市,会同县,431225.0,,,,,,,
湖南省,怀化市,靖州苗族侗族自治县,431229.0,825.0,651.0,493.0,392.0,470.0,498.0,825.0
湖南省,怀化市,麻阳苗族自治县,431226.0,,,,,,,
湖南省,怀化市,通道侗族自治县,431230.0,,,,,,,
湖南省,怀化市,新晃侗族自治县,431227.0,,,,,,,
湖南省,怀化市,溆浦县,431224.0,330.0,330.0,330.0,330.0,330.0,288.0,
湖南省,怀化市,沅陵县,431222.0,198.0,198.0,198.0,184.0,,,
湖南省,怀化市,芷江侗族自治县,431228.0,,,,,,,
湖南省,怀化市,中方县,431221.0,1650.0,1541.0,1166.0,886.0,806.0,758.0,825.0
湖南省,娄底市,冷水江市,431381.0,1815.0,217.0,169.0,137.0,,,
湖南省,娄底市,涟源市,431382.0,1815.0,1092.0,845.0,687.0,999.0,868.0,1815.0
湖南省,娄底市,娄星区,431302.0,,,,,,,
湖南省,娄底市,双峰县,431321.0,3300.0,744.0,313.0,252.0,,,
湖南省,娄底市,新化县,431322.0,1123.0,613.0,423.0,343.0,,,
湖南省,邵阳市,北塔区,430511.0,,,,,,,
湖南省,邵阳市,城步苗族自治县,430529.0,,,,,,,
湖南省,邵阳市,大祥区,430503.0,1650.0,1546.0,1197.0,1222.0,1044.0,909.0,1650.0
湖南省,邵阳市,洞口县,430525.0,1046.0,405.0,311.0,252.0,215.0,,
湖南省,邵阳市,隆回县,430524.0,825.0,546.0,420.0,339.0,289.0,251.0,
湖南省,邵阳市,邵东市,430582.0,,,,,,,
湖南省,邵阳市,邵阳县,430523.0,1650.0,407.0,310.0,,,,
湖南省,邵阳市,双清区,430502.0,,,,,,,
